code,name,fund_type,source
562950,消费电子ETF易方达,指数型-股票,eastmoney_fundcode_search
562960,绿色电力ETF易方达,指数型-股票,eastmoney_fundcode_search
562970,光伏ETF易方达,指数型-股票,eastmoney_fundcode_search
562990,碳中和ETF易方达,指数型-股票,eastmoney_fundcode_search
563000,中国A50ETF易方达,指数型-股票,eastmoney_fundcode_search
563010,电信ETF易方达,指数型-股票,eastmoney_fundcode_search
563020,红利低波ETF易方达,指数型-股票,eastmoney_fundcode_search
563030,中证500增强ETF易方达,指数型-股票,eastmoney_fundcode_search
563050,央企科技ETF易方达,指数型-股票,eastmoney_fundcode_search
563060,央企50ETF易方达,指数型-股票,eastmoney_fundcode_search
563080,中证A50ETF易方达,指数型-股票,eastmoney_fundcode_search
563090,上证50增强ETF易方达,指数型-股票,eastmoney_fundcode_search
563150,油气ETF银华,指数型-股票,eastmoney_fundcode_search
563180,高股息ETF银华,指数型-股票,eastmoney_fundcode_search
563200,中证2000ETF富国,指数型-股票,eastmoney_fundcode_search
563210,专精特新ETF富国,指数型-股票,eastmoney_fundcode_search
563220,A500ETF富国,指数型-股票,eastmoney_fundcode_search
563230,卫星ETF富国,指数型-股票,eastmoney_fundcode_search
563280,A50增强ETF富国,指数型-股票,eastmoney_fundcode_search
563300,中证2000ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
563320,通用航空ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
563330,A股ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
563350,A50ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
563360,A500ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
563380,航空航天ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
563390,全指现金流ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
563500,A500ETF华宝,指数型-股票,eastmoney_fundcode_search
563510,A500红利低波ETF易方达,指数型-股票,eastmoney_fundcode_search
563520,沪深300ETF永赢,指数型-股票,eastmoney_fundcode_search
563530,卫星ETF易方达,指数型-股票,eastmoney_fundcode_search
563550,A500增强ETF摩根,指数型-股票,eastmoney_fundcode_search
563560,科技成长ETF兴业,指数型-股票,eastmoney_fundcode_search
563570,金融科技ETF兴业,指数型-股票,eastmoney_fundcode_search
563580,自由现金流800ETF万家,指数型-股票,eastmoney_fundcode_search
563590,A500红利低波动ETF国寿,指数型-股票,eastmoney_fundcode_search
563600,A500增强ETF易方达,指数型-股票,eastmoney_fundcode_search
563620,全指现金流ETF兴业,指数型-股票,eastmoney_fundcode_search
563630,A500增强ETF国联安,指数型-股票,eastmoney_fundcode_search
563650,中证A500ETF兴业,指数型-股票,eastmoney_fundcode_search
563660,A500ETF银河,指数型-股票,eastmoney_fundcode_search
563670,金融科技ETF鹏华,指数型-股票,eastmoney_fundcode_search
563680,800现金流ETF汇添富,指数型-股票,eastmoney_fundcode_search
563690,红利低波ETF永赢,指数型-股票,eastmoney_fundcode_search
563700,红利价值ETF易方达,指数型-股票,eastmoney_fundcode_search
563750,中证500ETF汇添富,指数型-股票,eastmoney_fundcode_search
563760,全指现金流ETF中银,指数型-股票,eastmoney_fundcode_search
563770,全指现金流ETF招商,指数型-股票,eastmoney_fundcode_search
563780,现金流全指ETF方正富邦,指数型-股票,eastmoney_fundcode_search
563790,卫星ETF鹏华,指数型-股票,eastmoney_fundcode_search
563800,A500ETF广发,指数型-股票,eastmoney_fundcode_search
563830,全指现金流ETF博时,指数型-股票,eastmoney_fundcode_search
563850,食品ETF广发,指数型-股票,eastmoney_fundcode_search
563860,中证A500ETF海富通,指数型-股票,eastmoney_fundcode_search
563870,通用航空ETF鹏华,指数型-股票,eastmoney_fundcode_search
563880,A500ETF汇添富,指数型-股票,eastmoney_fundcode_search
563890,国企红利ETF创金合信,指数型-股票,eastmoney_fundcode_search
563900,300自由现金流ETF摩根,指数型-股票,eastmoney_fundcode_search
563930,上证增强ETF招商,指数型-股票,eastmoney_fundcode_search
563960,300质量ETF兴全,指数型-股票,eastmoney_fundcode_search
563980,800红利低波ETF鑫元,指数型-股票,eastmoney_fundcode_search
563990,800现金流ETF富国,指数型-股票,eastmoney_fundcode_search
588000,科创50ETF华夏,指数型-股票,eastmoney_fundcode_search
588010,科创新材料ETF博时,指数型-股票,eastmoney_fundcode_search
588020,科创成长ETF易方达,指数型-股票,eastmoney_fundcode_search
588030,科创100ETF博时,指数型-股票,eastmoney_fundcode_search
588040,科创50ETF鹏华,指数型-股票,eastmoney_fundcode_search
588050,科创50ETF工银,指数型-股票,eastmoney_fundcode_search
588060,科创50ETF广发,指数型-股票,eastmoney_fundcode_search
588070,科创成长ETF万家,指数型-股票,eastmoney_fundcode_search
588080,科创50ETF易方达,指数型-股票,eastmoney_fundcode_search
588090,科创50ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
588100,科创信息ETF嘉实,指数型-股票,eastmoney_fundcode_search
588110,科创成长ETF广发,指数型-股票,eastmoney_fundcode_search
588120,科创100ETF国泰,指数型-股票,eastmoney_fundcode_search
588130,科创医药ETF华夏,指数型-股票,eastmoney_fundcode_search
588140,科创200ETF广发,指数型-股票,eastmoney_fundcode_search
588150,科创50ETF南方,指数型-股票,eastmoney_fundcode_search
588160,科创新材料ETF南方,指数型-股票,eastmoney_fundcode_search
588170,科创半导体ETF华夏,指数型-股票,eastmoney_fundcode_search
588180,科创50ETF国联安,指数型-股票,eastmoney_fundcode_search
588190,科创100ETF银华,指数型-股票,eastmoney_fundcode_search
588200,科创芯片ETF嘉实,指数型-股票,eastmoney_fundcode_search
588210,科创100ETF易方达,指数型-股票,eastmoney_fundcode_search
588220,科创100ETF鹏华,指数型-股票,eastmoney_fundcode_search
588230,科创200ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
588240,科创200ETF鹏华,指数型-股票,eastmoney_fundcode_search
588250,科创医药ETF鹏华,指数型-股票,eastmoney_fundcode_search
588260,科创信息ETF华安,指数型-股票,eastmoney_fundcode_search
588270,科创200ETF易方达,指数型-股票,eastmoney_fundcode_search
588280,科创50ETF华安,指数型-股票,eastmoney_fundcode_search
588290,科创芯片ETF华安,指数型-股票,eastmoney_fundcode_search
588300,科创创业50ETF招商,指数型-股票,eastmoney_fundcode_search
588310,科创创业ETF方正富邦,指数型-股票,eastmoney_fundcode_search
588320,双创50增强ETF广发,指数型-股票,eastmoney_fundcode_search
588330,双创50ETF华宝,指数型-股票,eastmoney_fundcode_search
588350,科创创业50ETF鹏扬,指数型-股票,eastmoney_fundcode_search
588360,科创创业ETF国泰,指数型-股票,eastmoney_fundcode_search
588370,科创50增强ETF南方,指数型-股票,eastmoney_fundcode_search
588380,科创创业ETF富国,指数型-股票,eastmoney_fundcode_search
588390,科创创业ETF博时,指数型-股票,eastmoney_fundcode_search
588400,科创创业ETF嘉实,指数型-股票,eastmoney_fundcode_search
588410,科创创业人工智能ETF鹏华,指数型-股票,eastmoney_fundcode_search
588420,科创创业人工智能ETF摩根,指数型-股票,eastmoney_fundcode_search
588430,科创创业人工智能ETF工银,指数型-股票,eastmoney_fundcode_search
588450,科创50增强ETF招商,指数型-股票,eastmoney_fundcode_search
588460,科创50增强ETF鹏华,指数型-股票,eastmoney_fundcode_search
588470,科创创业人工智能ETF华安,指数型-股票,eastmoney_fundcode_search
588480,科创创业人工智能ETF中金,指数型-股票,eastmoney_fundcode_search
588500,科创100增强ETF易方达,指数型-股票,eastmoney_fundcode_search
588510,科创创业人工智能ETF华夏,指数型-股票,eastmoney_fundcode_search
588520,科创增强ETF永赢,指数型-股票,eastmoney_fundcode_search
588550,科创综指增强ETF易方达,指数型-股票,eastmoney_fundcode_search
588660,科创创业50ETF兴银,指数型-股票,eastmoney_fundcode_search
588670,科创综指增强ETF嘉实,指数型-股票,eastmoney_fundcode_search
588680,科创100增强ETF广发,指数型-股票,eastmoney_fundcode_search
588690,科创增强ETF银华,指数型-股票,eastmoney_fundcode_search
588700,科创医药ETF嘉实,指数型-股票,eastmoney_fundcode_search
588710,科创半导体设备ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
588720,科创50ETF中银,指数型-股票,eastmoney_fundcode_search
588730,科创人工智能ETF易方达,指数型-股票,eastmoney_fundcode_search
588750,科创芯片ETF汇添富,指数型-股票,eastmoney_fundcode_search
588760,科创人工智能ETF广发,指数型-股票,eastmoney_fundcode_search
588770,科创信息ETF摩根,指数型-股票,eastmoney_fundcode_search
588780,科创芯片设计ETF国联安,指数型-股票,eastmoney_fundcode_search
588790,科创AIETF博时,指数型-股票,eastmoney_fundcode_search
588800,科创100ETF华夏,指数型-股票,eastmoney_fundcode_search
588810,科创芯片ETF富国,指数型-股票,eastmoney_fundcode_search
588820,科创200ETF华夏,指数型-股票,eastmoney_fundcode_search
588830,科创新能源ETF鹏华,指数型-股票,eastmoney_fundcode_search
588840,科创50ETF万家,指数型-股票,eastmoney_fundcode_search
588850,科创机械ETF嘉实,指数型-股票,eastmoney_fundcode_search
588860,科创医药ETF工银,指数型-股票,eastmoney_fundcode_search
588870,科创50ETF汇添富,指数型-股票,eastmoney_fundcode_search
588880,科创100ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
588890,科创芯片ETF南方,指数型-股票,eastmoney_fundcode_search
588900,科创100ETF南方,指数型-股票,eastmoney_fundcode_search
588910,科创价值ETF建信,指数型-股票,eastmoney_fundcode_search
588920,科创芯片ETF鹏华,指数型-股票,eastmoney_fundcode_search
588930,科创人工智能ETF银华,指数型-股票,eastmoney_fundcode_search
588940,科创50ETF富国,指数型-股票,eastmoney_fundcode_search
588950,科创50ETF景顺,指数型-股票,eastmoney_fundcode_search
588960,科创新能源ETF富国,指数型-股票,eastmoney_fundcode_search
588980,科创100ETF广发,指数型-股票,eastmoney_fundcode_search
588990,科创芯片ETF博时,指数型-股票,eastmoney_fundcode_search
589000,科创综指ETF华夏,指数型-股票,eastmoney_fundcode_search
589010,科创人工智能ETF华夏,指数型-股票,eastmoney_fundcode_search
589020,科创半导体设备ETF鹏华,指数型-股票,eastmoney_fundcode_search
589030,科创芯片设计ETF易方达,指数型-股票,eastmoney_fundcode_search
589050,科创综指ETF兴业,指数型-股票,eastmoney_fundcode_search
589060,科创综指ETF东财,指数型-股票,eastmoney_fundcode_search
589070,科创芯片设计ETF天弘,指数型-股票,eastmoney_fundcode_search
589080,科创综指ETF汇添富,指数型-股票,eastmoney_fundcode_search
589090,科创AIETF鹏华,指数型-股票,eastmoney_fundcode_search
589100,科创芯片ETF国泰,指数型-股票,eastmoney_fundcode_search
589110,科创人工智能ETF国泰,指数型-股票,eastmoney_fundcode_search
589120,科创创新药ETF汇添富,指数型-股票,eastmoney_fundcode_search
589130,科创芯片ETF易方达,指数型-股票,eastmoney_fundcode_search
589150,科创50ETF平安,指数型-股票,eastmoney_fundcode_search
589160,科创芯片ETF广发,指数型-股票,eastmoney_fundcode_search
589170,科创芯片设计ETF鹏华,指数型-股票,eastmoney_fundcode_search
589180,科创新材料ETF汇添富,指数型-股票,eastmoney_fundcode_search
589190,科创芯片ETF华宝,指数型-股票,eastmoney_fundcode_search
589200,科创200ETF工银,指数型-股票,eastmoney_fundcode_search
589210,科创芯片设计ETF广发,指数型-股票,eastmoney_fundcode_search
589220,科创200ETF国泰,指数型-股票,eastmoney_fundcode_search
589230,科创人工智能ETF南方,指数型-股票,eastmoney_fundcode_search
589250,科创芯片设计ETF浦银,指数型-股票,eastmoney_fundcode_search
589260,科创芯片设计ETF国泰,指数型-股票,eastmoney_fundcode_search
589270,科创100ETF前海开源,指数型-股票,eastmoney_fundcode_search
589280,科创增强ETF华宝,指数型-股票,eastmoney_fundcode_search
589290,科创芯片设计ETF汇添富,指数型-股票,eastmoney_fundcode_search
589300,科创综指ETF嘉实,指数型-股票,eastmoney_fundcode_search
589310,科创人工智能ETF鑫元,指数型-股票,eastmoney_fundcode_search
589320,科创200ETF嘉实,指数型-股票,eastmoney_fundcode_search
589330,科创200ETF东财,指数型-股票,eastmoney_fundcode_search
589350,科创芯片设计ETF银华,指数型-股票,eastmoney_fundcode_search
589360,科创50ETF国泰,指数型-股票,eastmoney_fundcode_search
589380,科创人工智能ETF富国,指数型-股票,eastmoney_fundcode_search
589390,科创芯片设计ETF招商,指数型-股票,eastmoney_fundcode_search
589410,科创人工智能ETF嘉实,,eastmoney_fundcode_search
589500,科创综指ETF工银,指数型-股票,eastmoney_fundcode_search
589520,科创人工智能ETF华宝,指数型-股票,eastmoney_fundcode_search
589550,科创价值ETF华夏,指数型-股票,eastmoney_fundcode_search
589560,科创人工智能ETF汇添富,指数型-股票,eastmoney_fundcode_search
589580,科创综指ETF兴银,指数型-股票,eastmoney_fundcode_search
589600,科创综指ETF富国,指数型-股票,eastmoney_fundcode_search
589630,科创综指ETF国泰,指数型-股票,eastmoney_fundcode_search
589660,科创综指ETF南方,指数型-股票,eastmoney_fundcode_search
589680,科创综指ETF鹏华,指数型-股票,eastmoney_fundcode_search
589700,科创成长ETF南方,指数型-股票,eastmoney_fundcode_search
589720,科创创新药ETF国泰,指数型-股票,eastmoney_fundcode_search
589770,科创综指ETF招商,指数型-股票,eastmoney_fundcode_search
589780,科创200ETF富国,指数型-股票,eastmoney_fundcode_search
589800,科创综指ETF易方达,指数型-股票,eastmoney_fundcode_search
589820,科创200ETF建信,指数型-股票,eastmoney_fundcode_search
589850,科创50ETF东财,指数型-股票,eastmoney_fundcode_search
589860,科创综指ETF天弘,指数型-股票,eastmoney_fundcode_search
589880,科创综指ETF建信,指数型-股票,eastmoney_fundcode_search
589890,科创综指ETF景顺,指数型-股票,eastmoney_fundcode_search
589900,科创综指ETF博时,指数型-股票,eastmoney_fundcode_search
589950,科创100ETF富国,指数型-股票,eastmoney_fundcode_search
589960,科创新能源ETF易方达,指数型-股票,eastmoney_fundcode_search
589980,科创100ETF汇添富,指数型-股票,eastmoney_fundcode_search
589990,科创综指ETF华泰柏瑞,指数型-股票,eastmoney_fundcode_search
